arm_id,config_hash,input_hash,state_hash,prior_state_hash,fault_id,final_state_hash,fault_specification,detector,checksum_valid_after_fault,detected,exception_type,mutated_attempt_index,source_trace_attempt_count,source_attempt_was_nonfinal
integrity_fault,2c6f3e2d1af5973504ff563d6217636c518b98969bf98fd67f7641a7240e2300,ed5702cadd85c0ea6e2a6f63d775185f64fb9a6015218999bf2ea339fd0cedae,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,checksum_drift,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'valid_gate_candidate_k0', 'source_candidate': {'action_id': 'gate-valid-control', 'actor_id': 'guard', 'action_type': 'SAY', 'preconditions': ['met_guard'], 'effects': [], 'used_facts': ['public_fact'], 'disclosed_facts': ['public_fact']}, 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'integrity-base'}, 'mutation': {'path': 'state.facts', 'operation': 'append', 'value': 'forged_fact'}, 'rehash': False}",checksum,false,true,,,,
integrity_fault,5c190ec8f05968e6402ad620461268286146381c45e67a2a37ed55e0db152f04,0a406af359a648f664be35576b8a391d33def70109db937ea4082abd25120c65,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,rehashed_impossible_state,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'valid_gate_candidate_k0', 'source_candidate': {'action_id': 'gate-valid-control', 'actor_id': 'guard', 'action_type': 'SAY', 'preconditions': ['met_guard'], 'effects': [], 'used_facts': ['public_fact'], 'disclosed_facts': ['public_fact']}, 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'integrity-base'}, 'mutation': {'path': 'state.facts', 'operation': 'append', 'value': 'forged_fact'}, 'rehash': True}",semantic_replay,true,true,ValueError,,,
integrity_fault,f281cb1798fce79d0664aa9ceb1f58c5eed50dc7ebe4b4f63774a0eacc926235,b9fe2105a35af3bd1292075a44ff193dba0b196fdf311f7d0c6d9d26393cc762,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,attempts_mutation,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'valid_gate_candidate_k0', 'source_candidate': {'action_id': 'gate-valid-control', 'actor_id': 'guard', 'action_type': 'SAY', 'preconditions': ['met_guard'], 'effects': [], 'used_facts': ['public_fact'], 'disclosed_facts': ['public_fact']}, 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'integrity-base'}, 'mutation': {'path': 'attempts', 'operation': 'replace', 'value': 99}, 'rehash': True}",semantic_replay,true,true,ValueError,,,
integrity_fault,1c640c1a82ab1b4fb69ee8724bd7fb93b6d5afee81dbcae48608392e92bd6699,51ef43edfcd45afe5723fa07e05428a444d53dac638124843f59857bec0c15ee,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,type_coercion,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'valid_gate_candidate_k0', 'source_candidate': {'action_id': 'gate-valid-control', 'actor_id': 'guard', 'action_type': 'SAY', 'preconditions': ['met_guard'], 'effects': [], 'used_facts': ['public_fact'], 'disclosed_facts': ['public_fact']}, 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'integrity-base'}, 'mutation': {'path': 'attempts', 'operation': 'integer_to_string'}, 'rehash': True}",strict_type_replay,true,true,ValueError,,,
integrity_fault,4b778b844a62e2a84fe3deab1b96afa907511fb63455b26e818f191c6cec5a7f,0990a91d0f31bce767bfde932e1d7bbaba652a28794189d6b353a115b3ca2eee,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,intermediate_validation_mutation,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'repairable_candidate_k1', 'source_candidate': {'action_id': 'repairable-policy-precondition', 'actor_id': 'guard', 'action_type': 'OPEN_DOOR', 'preconditions': ['stale_guard_fact'], 'effects': ['door_open']}, 'repair_strategy': 'policy_restore', 'repair_budget': 1, 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'integrity-repair-base'}, 'mutation': {'path': 'trace[0].validation.valid', 'operation': 'replace', 'value': True}, 'rehash': True}",deterministic_validation_replay,true,true,ValueError,0,2,true
integrity_fault,f2d15806ff66d35c91ea3df585afe64f8e1012072719006ebb4319932471e065,3e872dbf9a09b10e23175bfb438768aae4217560948db678522455bb4ce4d91c,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,early_valid_attempt_followed_by_repair,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'repairable_candidate_k1', 'source_candidate': {'action_id': 'repairable-policy-precondition', 'actor_id': 'guard', 'action_type': 'OPEN_DOOR', 'preconditions': ['stale_guard_fact'], 'effects': ['door_open']}, 'repair_strategy': 'policy_restore', 'repair_budget': 1, 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'integrity-repair-base'}, 'mutation': {'path': 'trace[0]', 'operation': 'replace_with_trace[1]'}, 'rehash': True}",control_flow_replay,true,true,ValueError,,,
integrity_fault,718d19de5bb26a09c83c3585385de5f4017f323e7e5a4ecdb72406dc3bc4b86f,e322033d7e73ad8f7cb54769fbedd71124a518217796b0639f41c9ea2795298b,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,top_level_candidate_mutation,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'valid_gate_candidate_k0', 'source_candidate': {'action_id': 'gate-valid-control', 'actor_id': 'guard', 'action_type': 'SAY', 'preconditions': ['met_guard'], 'effects': [], 'used_facts': ['public_fact'], 'disclosed_facts': ['public_fact']}, 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'integrity-base'}, 'mutation': {'path': 'candidate.action_id', 'operation': 'replace', 'value': 'mutated-top-level-action'}, 'rehash': True}",semantic_replay,true,true,ValueError,,,
integrity_fault,d283b27c5cb35b08c4fdc04d7014c195f95a3cfe022612a46f0b491e2bebd32a,777b44222b520c488ed78ccd011ad26238e8edb3bd9406be927fd9d33b358ea0,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,disconnected_episode,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'two_valid_gate_candidates_k0', 'source_candidate': {'action_id': 'gate-valid-control', 'actor_id': 'guard', 'action_type': 'SAY', 'preconditions': ['met_guard'], 'effects': [], 'used_facts': ['public_fact'], 'disclosed_facts': ['public_fact']}, 'episode_records': [{'action_id': 'integrity-first', 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'first'}}, {'action_id': 'integrity-disconnected', 'trace_context': {'pilot_id': 'trace-rpg-deterministic-conformance-v1', 'fixture': 'disconnected'}}], 'operation': 'append_two_traces_with_noncontinuous_prior_state'}",episode_continuity,true,true,ValueError,,,
integrity_fault,58a406bea11e5a3e813c726ee343e58a9ae6325fbb03d172bfe706db7bf139d0,99cd0c8730938801cd0d1b2c37579b35cebcec18eaf58811966bb5a49c1b0f6c,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,record_outcome_mismatch,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'recorded_adapter_pair', 'recorded_adapter': {'case_id': 'integrity-case', 'model_id': 'pilot/integrity-case', 'model_revision': 'v1', 'scenario_id': 'integrity-case', 'seed': 1, 'provider_latency_ms': 1.0, 'input_tokens': 1, 'output_tokens': 1, 'candidate': {'action_id': 'integrity-case-action', 'actor_id': 'guard', 'action_type': 'OPEN_DOOR', 'preconditions': ['met_guard'], 'effects': ['door_open']}}, 'run_ids': ['integrity-record-a', 'integrity-record-b'], 'repair_budget': 0, 'clock': 'frozen_zero', 'operation': 'pair_first_record_with_second_outcome'}",record_trace_link,true,true,ValueError,,,
integrity_fault,b3580970366baa59d7b0087a33d264d7281a4c8e8b84e0f70333095d7351d49d,397e77768ea8e1df245223a2169130008379f17deb153b70c65f4acf26f73612,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,partial_write_rollback,b67c1152189232dc3b53038076612ef18f24d6f50fea9361fba3fb302670f991,"{'source_kind': 'recorded_adapter_pair_write', 'recorded_adapter': {'case_id': 'integrity-case', 'model_id': 'pilot/integrity-case', 'model_revision': 'v1', 'scenario_id': 'integrity-case', 'seed': 1, 'provider_latency_ms': 1.0, 'input_tokens': 1, 'output_tokens': 1, 'candidate': {'action_id': 'integrity-case-action', 'actor_id': 'guard', 'action_type': 'OPEN_DOOR', 'preconditions': ['met_guard'], 'effects': ['door_open']}}, 'run_id': 'integrity-record-a', 'repair_budget': 0, 'clock': 'frozen_zero', 'operation': 'inject_oserror_on_result_append_after_trace_append'}",pair_write_rollback,true,true,OSError,,,
